area__rucc,area__urban_influence,demo__birth_rate_per_1k,demo__death_rate_per_1k,demo__pct_adults_bachelors_or_higher,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_aged_65_years_and_older,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_below_18_years_of_age,demo__pct_female,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_excessive_drinking,health__pct_low_birthweight,health__pct_physical_inacticity,health__pop_per_dentist,health__pop_per_primary_care_physician,heart_disease_mortality_per_100k,row_id,yr
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,12.0,9.0,0.2881188118811881,0.06732673267326733,0.2544554455445545,0.3900990099009901,0.14300000000000002,0.023,0.027999999999999997,0.225,0.505,0.055,0.022000000000000002,0.86,Nonspecialized,0.467,0.059000000000000004,0.184,0.046,11.0,8.14,0.27899999999999997,0.18,0.09699999999999999,0.17600000000000002,0.073,0.184,1350.0,1149.0,231,828,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,9.0,9.0,0.151,0.12300000000000001,0.426,0.3,0.154,0.008,0.003,0.198,0.475,0.026000000000000002,0.045,0.9209999999999999,Nonspecialized,0.424,0.046,0.166,0.085,14.0,10.15,0.311,0.253,0.11900000000000001,0.10099999999999999,0.064,0.28300000000000003,3400.0,2509.0,272,831,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",12.0,18.0,0.16699801192842945,0.19483101391650098,0.3687872763419483,0.2693836978131213,0.257,0.022000000000000002,0.003,0.223,0.509,0.147,0.025,0.8190000000000001,Mining-dependent,0.49700000000000005,0.038,0.302,0.195,10.0,14.82,0.287,0.205,0.11800000000000001,0.147,0.08199999999999999,0.311,1609.0,1469.0,293,833,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",9.0,15.0,0.13034825870646766,0.18208955223880596,0.3751243781094527,0.3124378109452736,0.25,0.19,0.008,0.204,0.513,0.024,0.027000000000000003,0.696,Recreation,0.359,0.08199999999999999,0.306,0.128,11.0,24.12,0.355,0.276,0.158,0.09300000000000001,0.094,0.364,2039.0,4110.0,357,836,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",11.0,11.0,0.14213709677419353,0.1945564516129032,0.42439516129032256,0.23891129032258066,0.147,0.0,0.004,0.213,0.486,0.04,0.287,0.6509999999999999,Federal/State government-dependent,0.336,0.087,0.255,0.085,13.0,17.63,0.319,0.19699999999999998,0.146,0.147,0.122,0.318,2350.0,2359.0,341,842,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,11.0,10.0,0.23955147808358815,0.10091743119266056,0.3516819571865443,0.3078491335372069,0.153,0.013999999999999999,0.017,0.19899999999999998,0.519,0.013000000000000001,0.06,0.878,Federal/State government-dependent,0.46,0.076,0.18899999999999997,0.07,13.0,9.8,0.33299999999999996,0.256,0.11,0.11900000000000001,0.087,0.315,1970.0,1180.0,280,843,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,10.0,11.0,0.2028112449799197,0.0753012048192771,0.3765060240963856,0.34538152610441764,0.201,0.002,0.001,0.215,0.503,0.004,0.0,0.9640000000000001,Nonspecialized,0.474,0.068,0.161,0.037000000000000005,11.0,20.45,0.29,0.275,0.102,0.147,0.052000000000000005,0.308,4770.0,2709.0,244,844,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,17.0,6.0,0.15539858728557013,0.1432896064581231,0.3662966700302725,0.33501513622603435,0.08,0.006999999999999999,0.009000000000000001,0.28,0.499,0.121,0.247,0.591,Nonspecialized,0.39799999999999996,0.057999999999999996,0.305,0.10800000000000001,13.0,19.65,0.294,0.205,0.111,0.147,0.087,0.266,1609.0,1350.0,247,845,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,15.0,7.0,0.11143695014662756,0.24144672531769304,0.35386119257086995,0.2932551319648093,0.142,0.019,0.004,0.28800000000000003,0.493,0.33399999999999996,0.003,0.617,Farm-dependent,0.499,0.059000000000000004,0.272,0.09300000000000001,10.0,11.83,0.273,0.23800000000000002,0.092,0.163,0.059000000000000004,0.221,1609.0,3740.0,199,847,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,10.0,0.15784215784215785,0.09090909090909093,0.4525474525474526,0.29870129870129875,0.187,0.069,0.009000000000000001,0.22399999999999998,0.498,0.02,0.003,0.8740000000000001,Nonspecialized,0.518,0.065,0.146,0.06,11.0,19.87,0.316,0.201,0.10099999999999999,0.276,0.077,0.272,2110.0,1539.0,240,850,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,11.0,9.0,0.160518444666002,0.10667996011964108,0.4426719840478564,0.29012961116650043,0.131,0.009000000000000001,0.013000000000000001,0.26899999999999996,0.503,0.022000000000000002,0.024,0.941,Manufacturing-dependent,0.493,0.057999999999999996,0.165,0.057999999999999996,14.0,10.61,0.315,0.191,0.10300000000000001,0.16,0.07,0.256,4519.0,2340.0,288,851,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,10.0,11.0,0.22110552763819094,0.09949748743718596,0.3587939698492463,0.3206030150753769,0.17,0.008,0.001,0.20199999999999999,0.517,0.022000000000000002,0.077,0.873,Nonspecialized,0.48,0.078,0.135,0.033,13.0,9.84,0.293,0.22699999999999998,0.11199999999999999,0.179,0.081,0.271,1950.0,2320.0,322,852,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",7.0,12.0,0.12922465208747516,0.20377733598409545,0.40059642147117297,0.2664015904572565,0.193,0.01,0.004,0.18,0.431,0.057,0.303,0.612,Federal/State government-dependent,0.451,0.059000000000000004,0.215,0.09300000000000001,12.0,20.52,0.318,0.248,0.11900000000000001,0.153,0.107,0.27899999999999997,2689.0,1350.0,288,853,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,7.0,0.5351833498513381,0.1199207135777998,0.13181367690782955,0.21308225966303276,0.147,0.011000000000000001,0.341,0.13,0.48700000000000004,0.151,0.048,0.42,Nonspecialized,0.63,0.03,0.15,0.052000000000000005,8.0,3.55,0.156,0.095,0.06,0.20800000000000002,0.073,0.139,709.0,619.0,179,855,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",10.0,11.0,0.19899497487437184,0.11658291457286432,0.4120603015075376,0.2723618090452261,0.171,0.004,0.017,0.225,0.484,0.013000000000000001,0.079,0.887,Nonspecialized,0.433,0.055,0.196,0.09300000000000001,10.0,13.0,0.303,0.317,0.113,0.24600000000000002,0.091,0.244,3520.0,2920.0,312,857,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",7.0,10.0,0.21285140562248994,0.11546184738955825,0.28815261044176704,0.3835341365461847,0.281,0.009000000000000001,0.001,0.182,0.509,0.019,0.009000000000000001,0.934,Recreation,0.379,0.057999999999999996,0.259,0.11199999999999999,13.0,26.3,0.265,0.203,0.121,0.147,0.07,0.301,1509.0,2119.0,218,858,a
"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,13.0,12.0,0.1653306613226453,0.13827655310621242,0.3667334669338677,0.3296593186372745,0.166,0.008,0.008,0.235,0.508,0.08800000000000001,0.012,0.8690000000000001,Manufacturing-dependent,0.517,0.05,0.157,0.046,10.0,17.85,0.298,0.217,0.087,0.145,0.066,0.295,1719.0,1360.0,310,859,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",12.0,13.0,0.1811881188118812,0.10099009900990097,0.3673267326732673,0.3504950495049505,0.209,0.004,0.005,0.23800000000000002,0.5,0.1,0.009000000000000001,0.88,Farm-dependent,0.526,0.038,0.158,0.059000000000000004,11.0,17.28,0.332,0.165,0.092,0.218,0.071,0.29600000000000004,6479.0,1849.0,225,861,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,11.0,12.0,0.1765295887662989,0.1053159478435306,0.4844533600802408,0.23370110330992985,0.187,0.003,0.005,0.22399999999999998,0.508,0.018000000000000002,0.003,0.9670000000000001,Nonspecialized,0.516,0.059000000000000004,0.14800000000000002,0.065,12.0,16.68,0.327,0.214,0.107,0.166,0.07400000000000001,0.248,1880.0,1390.0,242,864,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",11.0,12.0,0.16110019646365425,0.2612966601178782,0.2907662082514735,0.2868369351669941,0.18100000000000002,0.018000000000000002,0.018000000000000002,0.285,0.513,0.534,0.034,0.42700000000000005,Farm-dependent,0.495,0.066,0.336,0.158,9.0,22.34,0.29100000000000004,0.205,0.125,0.147,0.09699999999999999,0.324,6400.0,1589.0,270,866,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,12.0,12.0,0.14855433698903292,0.14855433698903292,0.35393818544366906,0.3489531405782652,0.17,0.009000000000000001,0.0,0.218,0.483,0.062,0.175,0.7490000000000001,Federal/State government-dependent,0.413,0.073,0.263,0.105,12.0,34.88,0.342,0.24100000000000002,0.11900000000000001,0.16899999999999998,0.091,0.307,2700.0,2169.0,291,867,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",13.0,13.0,0.1112214498510427,0.2025819265143992,0.378351539225422,0.307845084409136,0.19399999999999998,0.003,0.008,0.21899999999999997,0.495,0.011000000000000001,0.002,0.978,Farm-dependent,0.42100000000000004,0.067,0.228,0.076,14.0,25.22,0.314,0.324,0.132,0.147,0.09,0.36700000000000005,9490.0,1859.0,390,868,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",11.0,10.0,0.10967098703888334,0.11665004985044865,0.3738783649052841,0.39980059820538383,0.187,0.012,0.0,0.228,0.507,0.017,0.008,0.97,Manufacturing-dependent,0.455,0.053,0.146,0.032,14.0,37.44,0.301,0.205,0.091,0.147,0.079,0.27399999999999997,6669.0,1350.0,298,869,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",13.0,11.0,0.15315315315315314,0.09109109109109108,0.4324324324324324,0.3233233233233233,0.203,0.001,0.001,0.22899999999999998,0.498,0.012,0.006,0.976,Farm-dependent,0.541,0.047,0.145,0.062,11.0,18.99,0.336,0.23800000000000002,0.077,0.233,0.076,0.265,5260.0,1350.0,217,872,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",12.0,16.0,0.17034068136272545,0.09819639278557113,0.4048096192384769,0.32665330661322645,0.223,0.018000000000000002,0.004,0.215,0.503,0.027000000000000003,0.0,0.941,Mining-dependent,0.531,0.044000000000000004,0.187,0.063,9.0,21.56,0.34,0.21600000000000003,0.11199999999999999,0.115,0.057,0.32299999999999995,3269.0,1319.0,334,873,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,13.0,7.0,0.3080040526849037,0.13069908814589665,0.22796352583586624,0.3333333333333333,0.134,0.02,0.042,0.257,0.506,0.302,0.049,0.58,Nonspecialized,0.483,0.054000000000000006,0.226,0.135,10.0,12.24,0.22899999999999998,0.155,0.083,0.16899999999999998,0.077,0.198,1619.0,1469.0,202,877,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",8.0,12.0,0.1918489065606362,0.10337972166998012,0.3916500994035785,0.3131212723658052,0.22899999999999998,0.02,0.005,0.19699999999999998,0.504,0.015,0.008,0.919,Recreation,0.423,0.107,0.21600000000000003,0.057999999999999996,11.0,11.17,0.325,0.222,0.11800000000000001,0.243,0.066,0.26,2180.0,1719.0,247,878,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,11.0,7.0,0.4263105835806132,0.058358061325420374,0.19485657764589515,0.3204747774480712,0.13699999999999998,0.075,0.009000000000000001,0.19399999999999998,0.496,0.134,0.004,0.802,Recreation,0.54,0.043,0.218,0.12300000000000001,11.0,19.85,0.174,0.161,0.053,0.221,0.078,0.138,1209.0,970.0,179,880,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,9.0,0.2154308617234469,0.12324649298597196,0.3527054108216433,0.3086172344689379,0.145,0.069,0.005,0.258,0.5,0.071,0.015,0.7979999999999999,Nonspecialized,0.491,0.036000000000000004,0.245,0.132,10.0,16.36,0.305,0.17,0.107,0.107,0.079,0.278,4050.0,2219.0,337,881,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",13.0,13.0,0.12374245472837025,0.3601609657947686,0.2826961770623743,0.2334004024144869,0.133,0.005,0.006999999999999999,0.276,0.52,0.02,0.7390000000000001,0.226,Nonspecialized,0.28600000000000003,0.131,0.281,0.057,12.0,45.05,0.42700000000000005,0.185,0.16699999999999998,0.147,0.151,0.38,1609.0,2290.0,417,882,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",8.0,13.0,0.08862034239677744,0.1973816717019134,0.4068479355488419,0.3071500503524673,0.255,0.01,0.003,0.168,0.486,0.025,0.096,0.852,Recreation,0.32,0.078,0.228,0.06,12.0,13.78,0.33,0.342,0.136,0.147,0.073,0.222,1890.0,5740.0,306,883,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,8.0,9.0,0.17502458210422814,0.1514257620452311,0.35988200589970504,0.31366764995083585,0.158,0.073,0.008,0.207,0.444,0.03,0.059000000000000004,0.826,Federal/State government-dependent,0.40299999999999997,0.068,0.171,0.068,11.0,16.03,0.305,0.192,0.1,0.2,0.081,0.257,3039.0,1389.0,273,884,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",13.0,13.0,0.12586037364798427,0.22713864306784665,0.4306784660766962,0.21632251720747295,0.165,0.002,0.0,0.248,0.512,0.005,0.389,0.5710000000000001,Nonspecialized,0.449,0.068,0.271,0.062,10.0,39.19,0.392,0.249,0.122,0.228,0.14,0.384,4439.0,4490.0,366,885,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,9.0,13.0,0.20477137176938368,0.10337972166998012,0.29224652087475145,0.3996023856858847,0.215,0.016,0.019,0.16899999999999998,0.469,0.10300000000000001,0.021,0.818,Recreation,0.402,0.09,0.183,0.073,10.0,20.82,0.22899999999999998,0.182,0.08199999999999999,0.266,0.043,0.191,1050.0,1049.0,241,888,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,11.0,8.0,0.22991967871485944,0.16265060240963855,0.3263052208835341,0.2811244979919679,0.131,0.008,0.017,0.231,0.496,0.068,0.128,0.777,Federal/State government-dependent,0.433,0.057,0.203,0.045,13.0,20.86,0.33399999999999996,0.222,0.114,0.091,0.08800000000000001,0.311,3549.0,3129.0,306,891,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",14.0,12.0,0.0970970970970971,0.2802802802802803,0.4094094094094094,0.2132132132132132,0.154,0.01,0.003,0.251,0.503,0.023,0.048,0.9129999999999999,Manufacturing-dependent,0.418,0.055999999999999994,0.251,0.057999999999999996,14.0,17.81,0.33,0.29100000000000004,0.139,0.10300000000000001,0.091,0.33899999999999997,3709.0,2290.0,312,892,a
"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,13.0,5.0,0.4819773429454171,0.025746652935118432,0.19670442842430486,0.2955715756951596,0.099,0.001,0.018000000000000002,0.204,0.485,0.023,0.005,0.9329999999999999,Federal/State government-dependent,0.586,0.026000000000000002,0.205,0.124,11.0,15.62,0.18,0.13699999999999998,0.047,0.21600000000000003,0.07400000000000001,0.155,1490.0,1229.0,189,893,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",11.0,11.0,0.2041625371655104,0.08523290386521308,0.3617443012884044,0.3488602576808721,0.191,0.013000000000000001,0.006999999999999999,0.217,0.51,0.013999999999999999,0.008,0.951,Recreation,0.473,0.063,0.157,0.052000000000000005,11.0,13.68,0.34600000000000003,0.247,0.13,0.22,0.07,0.24600000000000002,1499.0,1499.0,228,895,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",11.0,16.0,0.11031664964249234,0.18488253319713996,0.424923391215526,0.2798774259448417,0.18,0.008,0.0,0.228,0.524,0.009000000000000001,0.41700000000000004,0.5489999999999999,Manufacturing-dependent,0.429,0.069,0.245,0.054000000000000006,11.0,32.13,0.39799999999999996,0.252,0.146,0.162,0.135,0.327,4789.0,7160.0,305,898,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,13.0,9.0,0.4533600802407221,0.1033099297893681,0.16248746238716147,0.28084252758274825,0.12,0.018000000000000002,0.025,0.276,0.517,0.025,0.37799999999999995,0.569,Nonspecialized,0.488,0.044000000000000004,0.187,0.078,12.0,14.16,0.313,0.146,0.11199999999999999,0.153,0.11599999999999999,0.268,1640.0,850.0,326,899,b
